committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,election_type,fec_election_type_desc,fec_election_year,back_reference_transaction_id,back_reference_schedule_id,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,sub_id,pdf_url
C00501643,DAVID ROUZER FOR CONGRESS,2024,YE,202501319749030447,17,B76F79CFC132C47B49E4,1872067,ORG,ORGANIZATION,,,FOUR SEASONS,GA,FOOD/BEVERAGE,X,,2024-12-31 0:00:00,1802.36,,,,BE238B06449374C7AA86,SB17,4013120251139337631,ATLANTA,303093604,OTHER,,4021320251173470591,https://docquery.fec.gov/cgi-bin/fecimg/?202501319749030447
C00541888,KATHERINE CLARK FOR CONGRESS,2024,YE,202501319748776962,17,500434430,1870187,ORG,ORGANIZATION,,,ADP,GA,PAYROLL,,,2024-12-30 0:00:00,21373.42,P2026,PRIMARY,2026,,,4013120251139337168,AUGUSTA,309099373,OTHER,,4021320251173454646,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748776962
C00504704,CRAMER FOR SENATE,2024,YE,202501319748902060,17,SB17.I22664,1871466,ORG,ORGANIZATION,,,DELTA,GA,TRAVEL,,,2024-11-27 0:00:00,957.95,,,,,,4013120251139337491,ATLANTA,30354,OTHER,,4021320251173469677,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748902060
C00573949,JOSH GOTTHEIMER FOR CONGRESS,2024,YE,202501319748778924,17,500734590,1870201,ORG,ORGANIZATION,,,FIRST DATA MERCHANT SERVICES,GA,CREDIT CARD PROCESSING FEE,,,2024-12-03 0:00:00,1918.72,P2026,PRIMARY,2026,,,4013120251139337174,ATLANTA,303421651,OTHER,,4021320251173476743,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748778924
C00845461,MANNION FOR NEW YORK,2024,30G,202501319750855349,17,500369214,1872736,ORG,ORGANIZATION,,,CANAL PARTNERS MEDIA,GA,PAID MEDIA BUY - TV & RADIO,,,2024-10-25 0:00:00,177643,G2024,GENERAL,2024,,,4013120251139337793,ATLANTA,303393087,ADVERTISING,,4021320251173501853,https://docquery.fec.gov/cgi-bin/fecimg/?202501319750855349
C00832436,PETE RICKETTS FOR SENATE,2024,YE,202501319749119977,17,B795D9FF254AC4013846,1872421,ORG,ORGANIZATION,,,HOLIDAY INN,GA,TRAVEL: HOTEL,,,2024-12-20 0:00:00,2396.15,P2026,PRIMARY,2026,,,4013120251139337717,ATLANTA,30346,OTHER,,4021320251173470003,https://docquery.fec.gov/cgi-bin/fecimg/?202501319749119977
C00648253,JOE NEGUSE FOR CONGRESS,2024,30G,202502069753297648,17,500693747,1875037,ORG,ORGANIZATION,,,CHARTERUP,GA,GROUND TRANSPORTATION - GOTV CAMPAIGN BUS TOUR,,,2024-10-25 0:00:00,246.58,G2024,GENERAL,2024,,,4020620251143267004,ATLANTA,303051586,OTHER,,4021320251173503652,https://docquery.fec.gov/cgi-bin/fecimg/?202502069753297648
C00394957,SCALISE FOR CONGRESS,2024,YE,202502049753256524,17,SB17.I116105,1874553,ORG,ORGANIZATION,,,CHICK-FIL-A,GA,FOOD / BEVERAGE,X,,2024-12-16 0:00:00,52.15,,,,SB17.I115994,SB17,4020420251140954015,ATLANTA,303492945,OTHER,,4021320251173478417,https://docquery.fec.gov/cgi-bin/fecimg/?202502049753256524
C00467571,"ANDY BARR FOR CONGRESS, INC.",2024,30G,202502129753404485,17,BAEB3D493F2FD455BA4A,1875795,ORG,ORGANIZATION,,,PROFESSIONAL DATA SERVICES,GA,COMPLIANCE CONSULTING,,,2024-11-25 0:00:00,2547.68,,,,,,4021220251172292004,ATHENS,30605,OTHER,,4021320251173476465,https://docquery.fec.gov/cgi-bin/fecimg/?202502129753404485
C00859496,HERB CONAWAY FOR CONGRESS,2024,YE,202501319748975801,17,500147873,1871886,ORG,ORGANIZATION,,,NGP,GA,SOFTWARE,,,2024-12-02 0:00:00,1221.76,P2026,PRIMARY,2026,,,4013120251139337597,ATLANTA,303462121,OTHER,,4021320251173476822,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748975801
C00856526,KENNEDY FOR CONGRESS,2024,YE,202501319748810994,17,500757687,1870525,ORG,ORGANIZATION,,,"DELTA AIR LINES, INC.",GA,TRAVEL,,,2024-12-05 0:00:00,41,P2026,PRIMARY,2026,,,4013120251139337256,ATLANTA,303202526,OTHER,,4021320251173476550,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748810994
C00878454,MAGGIE FOR CONGRESS,2024,YE,202501319748780591,17,500142516,1870247,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,TRAVEL,,,2024-12-16 0:00:00,244.47,P2026,PRIMARY,2026,,,4013120251139337186,ATLANTA,303541989,OTHER,,4021320251173474480,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748780591
C00614214,BERGMANFORCONGRESS,2024,YE,202501319748835080,17,SB17.I21244,1870851,ORG,ORGANIZATION,,,DELTA AIR LINES,GA,AIRFARE,,,2024-11-26 0:00:00,46.98,,,,,,4013120251139337339,ATLANTA,30354,OTHER,,4021320251173463773,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748835080
C00806307,BRANDON FOR CONGRESS NY22,2024,YE,202501319752346584,17,SB17.I4253,1872834,ORG,ORGANIZATION,,,DELTA AIR LINES,GA,TRAVEL,X,,2024-12-24 0:00:00,1896.96,G2024,GENERAL,2024,SB17.I4233,SB17,4013120251139337827,ATLANTA,30354,OTHER,,4021320251173472725,https://docquery.fec.gov/cgi-bin/fecimg/?202501319752346584
C00573949,JOSH GOTTHEIMER FOR CONGRESS,2024,YE,202501319748778925,17,500734591,1870201,ORG,ORGANIZATION,,,FIRST DATA MERCHANT SERVICES,GA,CREDIT CARD PROCESSING FEE,,,2024-12-03 0:00:00,29.95,P2026,PRIMARY,2026,,,4013120251139337174,ATLANTA,303421651,OTHER,,4021320251173476744,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748778925
C00852889,ESPOSITO FOR CONGRESS,2024,YE,202501319748824444,17,SB17.I1540,1870736,ORG,ORGANIZATION,,,GOSHEN GULF,GA,TRAVEL,X,,2024-12-31 0:00:00,75.55,G2024,GENERAL,2024,SB17.I1524,SB17,4013120251139337319,ATLANTA,30339,OTHER,,4021320251173478546,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748824444
C00467571,"ANDY BARR FOR CONGRESS, INC.",2024,30G,202502129753404485,17,B40C916808F464068BCA,1875795,ORG,ORGANIZATION,,,PROFESSIONAL DATA SERVICES,GA,COMPLIANCE CONSULTING,,,2024-10-23 0:00:00,2569.78,,,,,,4021220251172292004,ATHENS,30605,OTHER,,4021320251173476464,https://docquery.fec.gov/cgi-bin/fecimg/?202502129753404485
C00541888,KATHERINE CLARK FOR CONGRESS,2024,YE,202501319748776961,17,500432576,1870187,ORG,ORGANIZATION,,,ADP,GA,RETIREMENT CONTRIBUTIONS,,,2024-12-03 0:00:00,1166.66,P2026,PRIMARY,2026,,,4013120251139337168,AUGUSTA,309099373,OTHER,,4021320251173454643,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748776961
C00459297,HUIZENGA FOR CONGRESS,2024,YE,202501319748818098,17,B691C3889AF3A4B47841,1870577,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,TRAVEL EXPENSE,X,,2024-12-24 0:00:00,4189.32,,,,BEFD5591F0F80495CB2F,SB17,4013120251139337276,ATLANTA,30320,MATERIALS,,4021320251173463894,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748818098
C00843425,JANELLE BYNUM FOR CONGRESS,2024,30G,202502109753373918,17,500727155,1875509,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,AIR TRAVEL,,,2024-11-08 0:00:00,285.01,G2024,GENERAL,2024,,,4021020251166887013,ATLANTA,303541989,OTHER,,4021320251173454789,https://docquery.fec.gov/cgi-bin/fecimg/?202502109753373918
C00558486,GARRET GRAVES FOR CONGRESS,2024,YE,202501319752682931,17,SB17.1041754.004,1873199,ORG,ORGANIZATION,,,DELTA AIR LINES,GA,TRAVEL: AIR,X,,2024-11-01 0:00:00,618.98,,,,SB17.1041754,SB17,4013120251139337915,ATLANTA,30354,OTHER,,4021320251173454467,https://docquery.fec.gov/cgi-bin/fecimg/?202501319752682931
C00541888,KATHERINE CLARK FOR CONGRESS,2024,YE,202501319748776967,17,500432595,1870187,ORG,ORGANIZATION,,,A.LURE,GA,CATERING REFUND,X,,2024-12-03 0:00:00,-3000,P2026,PRIMARY,2026,500432601,SB17,4013120251139337168,SAVANNAH,314012408,FUNDRAISING,*,4021320251173454661,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748776967
C00541888,KATHERINE CLARK FOR CONGRESS,2024,YE,202501319748776965,17,500434431,1870187,ORG,ORGANIZATION,,,ADP,GA,WORKERS' COMPENSATION INSURANCE,,,2024-12-30 0:00:00,182.8,P2026,PRIMARY,2026,,,4013120251139337168,AUGUSTA,309099373,MATERIALS,,4021320251173454655,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748776965
C00541888,KATHERINE CLARK FOR CONGRESS,2024,YE,202501319748776957,17,500431546,1870187,ORG,ORGANIZATION,,,ADP,GA,WORKERS' COMPENSATION INSURANCE,,,2024-11-27 0:00:00,110.59,P2026,PRIMARY,2026,,,4013120251139337168,AUGUSTA,309099373,MATERIALS,,4021320251173454632,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748776957
C00843425,JANELLE BYNUM FOR CONGRESS,2024,30G,202502109753373901,17,500727272,1875509,ORG,ORGANIZATION,,,PARAGON,GA,MERCHANT FEE,,,2024-10-17 0:00:00,5,G2024,GENERAL,2024,,,4021020251166887013,ATLANTA,303463401,OTHER,,4021320251173454740,https://docquery.fec.gov/cgi-bin/fecimg/?202502109753373901
C00096412,FRIENDS OF CHRIS SMITH,2024,YE,202501319753078404,17,BAD3352C75B3F4F8FBF6,1873694,ORG,ORGANIZATION,,,MAILCHIMP,GA,EMAIL SERVICE,X,,2024-12-09 0:00:00,385,P2026,PRIMARY,2026,B5BE7C33BB67D4392B5F,SB17,4020120251140147062,ATLANTA,30301,OTHER,,4021320251173476383,https://docquery.fec.gov/cgi-bin/fecimg/?202501319753078404
C00541888,KATHERINE CLARK FOR CONGRESS,2024,YE,202501319748776966,17,500434433,1870187,ORG,ORGANIZATION,,,ADP,GA,PAYROLL FEE,,,2024-12-30 0:00:00,175.82,P2026,PRIMARY,2026,,,4013120251139337168,AUGUSTA,309099373,OTHER,,4021320251173454657,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748776966
C00845461,MANNION FOR NEW YORK,2024,30G,202501319750855349,17,500368121,1872736,ORG,ORGANIZATION,,,CANAL PARTNERS MEDIA,GA,PAID MEDIA BUY - TV & RADIO,,,2024-10-18 0:00:00,212287,G2024,GENERAL,2024,,,4013120251139337793,ATLANTA,303393087,ADVERTISING,,4021320251173501852,https://docquery.fec.gov/cgi-bin/fecimg/?202501319750855349
C00467571,"ANDY BARR FOR CONGRESS, INC.",2024,YE,202501319748746332,17,B856CB895D3A64372B14,1870005,ORG,ORGANIZATION,,,PROFESSIONAL DATA SERVICES,GA,COMPLIANCE CONSULTING,,,2024-12-16 0:00:00,2516.56,,,,,,4013120251139337124,ATHENS,30605,OTHER,,4021320251173452297,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748746332
C00648253,JOE NEGUSE FOR CONGRESS,2024,30G,202502069753297646,17,500693745,1875037,ORG,ORGANIZATION,,,CHARTERUP,GA,GROUND TRANSPORTATION - GOTV CAMPAIGN BUS TOUR,,,2024-10-23 0:00:00,1856.91,G2024,GENERAL,2024,,,4020620251143267004,ATLANTA,303051586,OTHER,,4021320251173503644,https://docquery.fec.gov/cgi-bin/fecimg/?202502069753297646
C00865956,NELLA FOR SENATE,2024,YE,202501319749055581,17,SB17.014,1872260,ORG,ORGANIZATION,,,MAILCHIMP,GA,SOFTWARE SUBSCRIPTION,,,2024-11-29 0:00:00,215,,,,,,4013120251139337680,ATLANTA,30308,OTHER,,4021320251173476872,https://docquery.fec.gov/cgi-bin/fecimg/?202501319749055581
C00845461,MANNION FOR NEW YORK,2024,30G,202501319750855350,17,500369857,1872736,ORG,ORGANIZATION,,,CANAL PARTNERS MEDIA,GA,PAID MEDIA BUY - TV,,,2024-11-01 0:00:00,15000,G2024,GENERAL,2024,,,4013120251139337793,ATLANTA,303393087,ADVERTISING,,4021320251173501856,https://docquery.fec.gov/cgi-bin/fecimg/?202501319750855350
C00541888,KATHERINE CLARK FOR CONGRESS,2024,YE,202501319748776958,17,500431556,1870187,ORG,ORGANIZATION,,,ADP,GA,PAYROLL,,,2024-11-27 0:00:00,14383.31,P2026,PRIMARY,2026,,,4013120251139337168,AUGUSTA,309099373,OTHER,,4021320251173454634,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748776958
C00868513,CLEO FIELDS FOR CONGRESS,2024,YE,202501319752737094,17,500147674,1873386,ORG,ORGANIZATION,,,CUMULUS MEDIA,GA,ADVERTISING - RADIO,,,2024-12-06 0:00:00,1120,P2026,PRIMARY,2026,,,4013120251139337964,ATLANTA,303421436,ADVERTISING,,4021320251173488217,https://docquery.fec.gov/cgi-bin/fecimg/?202501319752737094
C00776120,KIGGANS FOR CONGRESS,2024,30G,202505169761331896,17,SB17.133,1892485,ORG,ORGANIZATION,,,THE HOME DEPOT,GA,YARD SIGNS,X,,2024-10-22 0:00:00,19.98,,,,SB17.125,,4051620251202898007,ATLANTA,30339,OTHER,,4051620251202940180,https://docquery.fec.gov/cgi-bin/fecimg/?202505169761331896
C00856062,MORRISON FOR CONGRESS,2024,YE,202501319748852778,17,500742981,1871122,ORG,ORGANIZATION,,,DELTA,GA,TRAVEL,X,,2024-12-03 0:00:00,1093.96,P2026,PRIMARY,2026,500742996,SB17,4013120251139337411,ATLANTA,303206001,OTHER,*,4021320251173459419,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748852778
C00832436,PETE RICKETTS FOR SENATE,2024,YE,202501319749119977,17,B7D975BF8029E40C68E9,1872421,ORG,ORGANIZATION,,,HOLIDAY INN,GA,TRAVEL: HOTEL,,,2024-12-11 0:00:00,2510.74,P2026,PRIMARY,2026,,,4013120251139337717,ATLANTA,30346,OTHER,,4021320251173470002,https://docquery.fec.gov/cgi-bin/fecimg/?202501319749119977
C00600718,DAVIDSON FOR CONGRESS,2024,YE,202501319748780408,17,BBE73BFDD35B34817BDA,1870237,ORG,ORGANIZATION,,,MAILCHIMP,GA,EMAIL SUBSCRIBER SERVICES,,,2024-12-24 0:00:00,234.33,P2026,PRIMARY,2026,,,4013120251139337184,ATLANTA,30308,OTHER,,4021320251173478252,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748780408
C00536680,HUFFMAN FOR CONGRESS,2024,12G,202502139753424975,17,XB394EB34860,1876040,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,REFUND,X,,2024-10-16 0:00:00,-347.98,G2024,GENERAL,2024,EB34860,SB17,4021320251172468010,ATLANTA,303206001,OTHER,,4021320251173497499,https://docquery.fec.gov/cgi-bin/fecimg/?202502139753424975
C00536680,HUFFMAN FOR CONGRESS,2024,30G,202502139753429007,17,XB397EB34861,1876164,ORG,ORGANIZATION,,,CHICK-FIL-A,GA,TRAVEL MEAL,X,,2024-11-07 0:00:00,14.18,G2024,GENERAL,2024,EB34861,SB17,4021320251172468014,ATLANTA,30349,TRAVEL,,4021320251177218780,https://docquery.fec.gov/cgi-bin/fecimg/?202502139753429007
C00536680,HUFFMAN FOR CONGRESS,2024,30G,202502139753429007,17,XB398EB34861,1876164,ORG,ORGANIZATION,,,CHICK-FIL-A,GA,TRAVEL MEAL,X,,2024-11-07 0:00:00,14.47,G2024,GENERAL,2024,EB34861,SB17,4021320251172468014,ATLANTA,30349,TRAVEL,,4021320251177218781,https://docquery.fec.gov/cgi-bin/fecimg/?202502139753429007
C00859496,HERB CONAWAY FOR CONGRESS,2024,30G,202502149753430497,17,500136864,1876310,ORG,ORGANIZATION,,,NGP,GA,SOFTWARE,,,2024-11-12 0:00:00,173.76,P2026,PRIMARY,2026,,,4021420251177241009,ATLANTA,303462121,OTHER,,4021420251177262297,https://docquery.fec.gov/cgi-bin/fecimg/?202502149753430497
C00859496,HERB CONAWAY FOR CONGRESS,2024,30G,202502149753430499,17,500136825,1876310,ORG,ORGANIZATION,,,NGP,GA,SOFTWARE,,,2024-11-04 0:00:00,1048,G2024,GENERAL,2024,,,4021420251177241009,ATLANTA,303462121,OTHER,,4021420251177262303,https://docquery.fec.gov/cgi-bin/fecimg/?202502149753430499
C00891416,GRANT MARTIN FOR CONGRESS,2024,YE,202502149753429695,17,SB17.4116,1876233,ORG,ORGANIZATION,,,BANNERBUZZ.COM,GA,IN-KIND - CAMPAIGN FLAGS,X,,2024-10-18 0:00:00,77.17,G2024,GENERAL,2024,,,4021420251177241003,SUWANEE,30024,OTHER,,4021420251177261757,https://docquery.fec.gov/cgi-bin/fecimg/?202502149753429695
C00859496,HERB CONAWAY FOR CONGRESS,2024,30G,202502149753430494,17,500136833,1876310,ORG,ORGANIZATION,,,NGP,GA,SOFTWARE,,,2024-11-25 0:00:00,678.76,P2026,PRIMARY,2026,,,4021420251177241009,ATLANTA,303462121,OTHER,,4021420251177262288,https://docquery.fec.gov/cgi-bin/fecimg/?202502149753430494
C00738872,BLAKE MOORE FOR CONGRESS,2024,YE,202501319748924404,17,B56D020CADBEF498EB8B,1871734,ORG,ORGANIZATION,,,DELTA AIR LINES,GA,AIRFARE FEE,X,,2024-12-13 0:00:00,55.94,O2026,,2026,BEEBA8A3550614A44957,SB17,4013120251139337552,ATLANTA,303541989,OTHER,,4020720251166839666,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748924404
C00738872,BLAKE MOORE FOR CONGRESS,2024,YE,202501319748924404,17,B1062F225438F4F12B55,1871734,ORG,ORGANIZATION,,,DELTA AIR LINES,GA,AIRFARE FEE,X,,2024-12-13 0:00:00,9,O2026,,2026,BEEBA8A3550614A44957,SB17,4013120251139337552,ATLANTA,303541989,OTHER,,4020720251166839665,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748924404
C00783142,JD VANCE FOR SENATE INC.,2024,YE,202501319748783401,17,SB17.I3230,1870278,ORG,ORGANIZATION,,,DELTA AIR,GA,TRAVEL,X,,2024-10-17 0:00:00,1384.48,,,,SB17.I3189,SB17,4013120251139337190,ATLANTA,30354,OTHER,,4020720251166850386,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748783401
C00638023,WEXTON FOR CONGRESS,2024,YE,202501319752381407,17,500576569,1873062,ORG,ORGANIZATION,,,FIRST DATA MERCHANT SERVICES,GA,MERCHANT FEES,,,2024-12-03 0:00:00,9.95,P2024,PRIMARY,2024,,,4013120251139337886,ATLANTA,303421651,OTHER,,4020720251166839036,https://docquery.fec.gov/cgi-bin/fecimg/?202501319752381407
C00503052,JEFFRIES FOR CONGRESS,2024,YE,202501319748758089,17,500375217,1870087,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,TRAVEL EXPENSE,,,2024-12-16 0:00:00,1548.48,P2026,PRIMARY,2026,,,4013120251139337149,ATLANTA,303541989,MATERIALS,,4020720251166849111,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748758089
C00638023,WEXTON FOR CONGRESS,2024,YE,202501319752381382,17,500576570,1873062,ORG,ORGANIZATION,,,FIRST DATA MERCHANT SERVICES,GA,MERCHANT FEES,,,2024-12-03 0:00:00,2.66,P2024,PRIMARY,2024,,,4013120251139337886,ATLANTA,303421651,OTHER,,4020720251166838961,https://docquery.fec.gov/cgi-bin/fecimg/?202501319752381382
C00639591,ALEXANDRIA OCASIO-CORTEZ FOR CONGRESS,2024,YE,202501319748840435,17,500566020,1870999,ORG,ORGANIZATION,,,UNITED PARCEL SERVICE,GA,SHIPPING,X,,2024-12-25 0:00:00,223.84,P2026,PRIMARY,2026,500565947,SB17,4013120251139337378,ATLANTA,303283474,OTHER,*,4020720251166849522,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748840435
C00639591,ALEXANDRIA OCASIO-CORTEZ FOR CONGRESS,2024,YE,202501319748840363,17,500565674,1870999,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,TRAVEL,X,,2024-12-20 0:00:00,1108.42,P2026,PRIMARY,2026,500565671,SB17,4013120251139337378,ATLANTA,303541989,OTHER,*,4020720251166849304,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748840363
C00796086,NATHANIEL MORAN FOR CONGRESS,2024,YE,202501319748890497,17,BC4FE18065ED145B2BEF,1871445,ORG,ORGANIZATION,,,MAILCHIMP,GA,MAILING,,,2024-12-02 0:00:00,437.06,P2026,PRIMARY,2026,,,4013120251139337486,ATLANTA,303083139,OTHER,,4020720251166841076,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748890497
C00639591,ALEXANDRIA OCASIO-CORTEZ FOR CONGRESS,2024,YE,202501319748840405,17,500565001,1870999,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,TRAVEL,X,,2024-12-16 0:00:00,1587.41,P2026,PRIMARY,2026,500564983,SB17,4013120251139337378,ATLANTA,303541989,OTHER,*,4020720251166849430,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748840405
C00701003,HUNT FOR CONGRESS,2024,YE,202501319750856107,17,SB17.I12205,1872745,ORG,ORGANIZATION,,,MAILCHIMP,GA,SUBSCRIPTIONS,,,2024-12-26 0:00:00,1225.9,,,,,,4013120251139337796,ATLANTA,30308,OTHER,,4020720251166849624,https://docquery.fec.gov/cgi-bin/fecimg/?202501319750856107
C00738872,BLAKE MOORE FOR CONGRESS,2024,YE,202501319748924405,17,B12E7C4A2E68B462383C,1871734,ORG,ORGANIZATION,,,DELTA AIR LINES,GA,AIRFARE FEE,X,,2024-12-13 0:00:00,11.2,O2026,,2026,BEEBA8A3550614A44957,SB17,4013120251139337552,ATLANTA,303541989,OTHER,,4020720251166839669,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748924405
C00834028,GEORGE WHITESIDES FOR CONGRESS,2024,YE,202501319753031948,17,500576990,1873469,ORG,ORGANIZATION,,,MAILCHIMP,GA,SOFTWARE RENTAL,,,2024-12-10 0:00:00,180,P2026,PRIMARY,2026,,,4013120251139337986,ATLANTA,303083139,ADMINISTRATIVE,,4020720251166843357,https://docquery.fec.gov/cgi-bin/fecimg/?202501319753031948
C00795450,JASMINE FOR US,2024,YE,202501319752715692,17,500325640,1873234,ORG,ORGANIZATION,,,BLUE CHIP STRATEGIES,GA,DIGITAL CONSULTING,,,2024-12-20 0:00:00,20297,P2026,PRIMARY,2026,,,4013120251139337925,ALPHARETTA,300044248,OTHER,,4020720251166845070,https://docquery.fec.gov/cgi-bin/fecimg/?202501319752715692
C00638023,WEXTON FOR CONGRESS,2024,YE,202501319752381406,17,500550319,1873062,ORG,ORGANIZATION,,,FIRST DATA MERCHANT SERVICES,GA,MERCHANT FEES,,,2024-11-04 0:00:00,74.95,P2024,PRIMARY,2024,,,4013120251139337886,ATLANTA,303421651,OTHER,,4020720251166839033,https://docquery.fec.gov/cgi-bin/fecimg/?202501319752381406
C00588764,COMER FOR CONGRESS,2024,30G,202412059721081454,17,B8809BD97CC9D4CB5832,1856353,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,TRAVEL,X,,2024-11-25 0:00:00,2534.81,P2026,PRIMARY,2026,B0F73D93D5DE14681931,SB17,4120520241074539376,ATLANTA,303206001,OTHER,,4012220251133595448,https://docquery.fec.gov/cgi-bin/fecimg/?202412059721081454
C00851972,NIEMEYER FOR CONGRESS,2024,30G,202412059731517480,17,B10E65C7E9A5D48EBA07,1857848,ORG,ORGANIZATION,,,MAILCHIMP,GA,WEB SERVICES,,,2024-10-17 0:00:00,87.75,G2024,GENERAL,2024,,,4120520241074539690,ATLANTA,303083139,OTHER,,4012220251133591828,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731517480
C00869370,FEDORCHAK FOR ND,2024,30G,202412059720559096,17,SB17.10037,1854551,ORG,ORGANIZATION,,,CANTINA LAREDO,GA,FOOD/BEVERAGE,,,2024-11-12 0:00:00,46.42,,,,,,4120520241074539109,ATLANTA,30320,OTHER,,4012220251133597295,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720559096
C00701953,ADRIANO ESPAILLAT FOR CONGRESS,2024,30G,202412059721256312,17,500691968,1856642,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,AIRFARE,,,2024-11-04 0:00:00,291.6,G2024,GENERAL,2024,,,4120520241074539437,ATLANTA,303200703,OTHER,,4012220251133601613,https://docquery.fec.gov/cgi-bin/fecimg/?202412059721256312
C00706267,ASHLEY HINSON FOR CONGRESS,2024,30G,202412059720617774,17,SB17.10011,1854869,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,TRAVEL,,,2024-10-18 0:00:00,879.32,,,,,,4120520241074539146,ATLANTA,30320,OTHER,,4012220251133585883,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720617774
C00657833,GUY FOR CONGRESS,2024,30G,202412059720703680,17,B17EB0057E5E64BF79B2,1855297,ORG,ORGANIZATION,,,DELTA AIR LINES,GA,AIRFARE REFUND,X,,2024-11-05 0:00:00,-1167.21,,,,B1E4A5FC41AD34D38B21,SB17,4120520241074539227,ATLANTA,30344,OTHER,,4012220251133586421,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720703680
C00509729,THOMAS MASSIE FOR CONGRESS,2024,30G,202412279739992563,17,B2160525EF51A474AB4D,1860763,ORG,ORGANIZATION,,,UPS,GA,SHIPPING/DELIVERY,,,2024-10-17 0:00:00,31.8,G2024,GENERAL,2024,,,4122720241124889003,ATLANTA,303283474,OTHER,,4012220251133597564,https://docquery.fec.gov/cgi-bin/fecimg/?202412279739992563
C00457325,SHAHEEN FOR SENATE,2024,YE,202501319752352248,17,501215014,1872874,ORG,ORGANIZATION,,,VERIZON WIRELESS,GA,PHONE SERVICE,,,2024-10-29 0:00:00,232.55,P2026,PRIMARY,2026,,,4013120251139337839,ACWORTH,301019005,OTHER,,4020720251166845776,https://docquery.fec.gov/cgi-bin/fecimg/?202501319752352248
C00541888,KATHERINE CLARK FOR CONGRESS,2024,30G,202412059720832269,17,500429846,1855917,ORG,ORGANIZATION,,,ADP,GA,PAYROLL TAXES,,,2024-10-30 0:00:00,6249.79,G2024,GENERAL,2024,,,4120520241074539308,AUGUSTA,309099373,OTHER,,4012220251133597847,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720832269
C00801241,MIKE FLOOD FOR CONGRESS,2024,30G,202412189739930921,17,B11096A16EA994EFDB41,1860175,ORG,ORGANIZATION,,,DELTA,GA,TRAVEL: FLIGHT,,,2024-10-24 0:00:00,433.48,G2024,GENERAL,2024,,,4121820241106380010,HAPEVILLE,303541989,OTHER,,4012220251133600860,https://docquery.fec.gov/cgi-bin/fecimg/?202412189739930921
C00859041,GEORGE LATIMER FOR CONGRESS,2024,12G,202412059730912834,17,501209156,1856837,ORG,ORGANIZATION,,,MAILCHIMP,GA,EMAIL SERVICE,,,2024-10-15 0:00:00,108.38,G2024,GENERAL,2024,,,4120520241074539475,ATLANTA,303082172,OTHER,,4012220251133595722,https://docquery.fec.gov/cgi-bin/fecimg/?202412059730912834
C00868513,CLEO FIELDS FOR CONGRESS,2024,30G,202412059739338614,17,500135090,1858492,ORG,ORGANIZATION,,,CUMULUS MEDIA,GA,ADVERTISING,,,2024-10-31 0:00:00,5730,G2024,GENERAL,2024,,,4120620241074924120,ATLANTA,303421436,OTHER,,4012220251133597717,https://docquery.fec.gov/cgi-bin/fecimg/?202412059739338614
